NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK,
57,30/08/2018-26/10/2018,Sep 11 2018,87881988c19cac066599cff5ee2ec6d2645093d6,    Remove applyInternal in RequestBuilder.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/87881988c19cac066599cff5ee2ec6d2645093d6,
57,30/08/2018-26/10/2018,Sep 6 2018,ed20643fb94d4e17f4cdb3699a6d83621408dd34,    Fix annotation processor overrides/tests and remove legacy support.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ed20643fb94d4e17f4cdb3699a6d83621408dd34,
57,30/08/2018-26/10/2018,Sep 5 2018,092e0624054db5cf00b32dea2da459df90f13b11,    Directly include RequestOptions in ReqestBuilder using CRGP,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/092e0624054db5cf00b32dea2da459df90f13b11,
58,24/08/2018-30/08/2018,Aug 30 2018,64adebd766cd6aa97ee95861c52a80e0578491d3,    Fix build inconsistencies from MOE import.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/64adebd766cd6aa97ee95861c52a80e0578491d3,
58,24/08/2018-30/08/2018,Aug 24 2018,cad83d2988c569ef5c22811c59886588814b4c6c,    Re-add empty resource class assertion to ResourceCacheGenerator,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/cad83d2988c569ef5c22811c59886588814b4c6c,
59,23/08/2018-24/08/2018,Aug 24 2018,d18e5e8595daff24356fa4fe36833cc8bfc7ca46,    Include Transcode class in cache key for cached resource classes.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d18e5e8595daff24356fa4fe36833cc8bfc7ca46,
59,23/08/2018-24/08/2018,Aug 23 2018,37127f0f817d4a11dfdcc447946397b5288de593,    Automated g4 rollback of changelist 209077692.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/37127f0f817d4a11dfdcc447946397b5288de593,
60,1/08/2018-23/08/2018,Aug 23 2018,a9e1ae2e3a59e9a77a0fb3d9105fbeac96343a15,    Add global/activity/fragment scoped RequestListener API to Glide.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a9e1ae2e3a59e9a77a0fb3d9105fbeac96343a15,
60,1/08/2018-23/08/2018,Aug 16 2018,33d698d0dedfbd287d66642ada44b182b28294f4,    Add back assertion on empty resource classes in ResourceCacheGenerator,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/33d698d0dedfbd287d66642ada44b182b28294f4,
60,1/08/2018-23/08/2018,Aug 17 2018,8de973f4702fa813fcb0d1e2ae621df5d3aa3cc5,    Bump version to 4.9.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8de973f4702fa813fcb0d1e2ae621df5d3aa3cc5,
60,1/08/2018-23/08/2018,Aug 17 2018,914996cac11108ec1a02c21a10af53ebc4980d7f,    Change README version to 4.8.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/914996cac11108ec1a02c21a10af53ebc4980d7f,
60,1/08/2018-23/08/2018,Aug 16 2018,a50a7512ec7a99d4b3d8c1a2df9d8af48aa543cc,    Bump version to 4.8.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a50a7512ec7a99d4b3d8c1a2df9d8af48aa543cc,
60,1/08/2018-23/08/2018,Aug 10 2018,9c1652ca86e9015743153ade3e720a0009130875,    Update Android Gradle versions.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9c1652ca86e9015743153ade3e720a0009130875,
60,1/08/2018-23/08/2018,Aug 10 2018,38cf86168015f6dd4d9df370f74305a1bbc2dd1a,    Add InstrumentationRegistry to workaround Mockito/androidx incompatibility.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/38cf86168015f6dd4d9df370f74305a1bbc2dd1a,
60,1/08/2018-23/08/2018,Aug 10 2018,0c73d1c4c7dc483a38008b8d7ca0e5238ceaca6c,    Add android dependencies to instrumentation.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0c73d1c4c7dc483a38008b8d7ca0e5238ceaca6c,
61,26/07/2018-1/08/2018,Aug 1 2018,d861c67cbeffb4f0c6222f2c10ffe8d61736f524,    Fix various build issues.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d861c67cbeffb4f0c6222f2c10ffe8d61736f524,
62,16/07/2018-26/07/2018,Jul 26 2018,62e6c11e6e4e4d0cf5f4c380219fe10129bb2694,    Cleanup preparing for [],completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/62e6c11e6e4e4d0cf5f4c380219fe10129bb2694,
62,16/07/2018-26/07/2018,Jul 24 2018,229cb11e2fd984939d9abde4071b858a1f24f6b6,    A couple tweaks to ModelLoaderRegistry to improve potential contention.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/229cb11e2fd984939d9abde4071b858a1f24f6b6,
63,22/06/2018-16/07/2018,Jul 16 2018,c4b08d4689b746c524c5e31cf723f8976a7173ac,    [third_party] Avoid saving Robolectric shadow instances; instead save the real framework object and get its shadow when needed using Shadows.shadowOf(). Call Android framework methods directly on the framework object instead of its shadow whenever possible.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c4b08d4689b746c524c5e31cf723f8976a7173ac,
63,22/06/2018-16/07/2018,Jun 30 2018,3a7060777d17fa4d9ca2b68b019fd2d448f54ea6,    Replace references to android.support.test with androidx.test.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3a7060777d17fa4d9ca2b68b019fd2d448f54ea6,
63,22/06/2018-16/07/2018,Jun 22 2018,b7c2b1360c777794c50351a10c30c08a3390b753,    Create a CustomViewTarget to replace ViewTarget.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b7c2b1360c777794c50351a10c30c08a3390b753,
63,22/06/2018-16/07/2018,Jul 3 2018,ad33b8d503024c8a3a6a3da60ce28c4d7732ae58,    Update documentation for BitmapPool#getDirty (#3160),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ad33b8d503024c8a3a6a3da60ce28c4d7732ae58,
64,21/06/2018-22/06/2018,Jun 22 2018,4ca13a0d473c275d83ec5a38e89a5beeb0ed754c,    Fix a couple of merge issues in RequestTracker.pause removal.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4ca13a0d473c275d83ec5a38e89a5beeb0ed754c,
65,20/06/2018-21/06/2018,Jun 21 2018,9089752d2a4f4ccd6e7a6a7bbf7ea85db3f0949b,    Removes Math.round() call when the argument is an integer or a long.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9089752d2a4f4ccd6e7a6a7bbf7ea85db3f0949b,
66,30/05/2018-20/06/2018,Jun 20 2018,386d89e4b7ba0fee92a9b9421bae2308ec9c9f2b,    Remove pause() and isPaused() from Request API,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/386d89e4b7ba0fee92a9b9421bae2308ec9c9f2b,
66,30/05/2018-20/06/2018,Jun 8 2018,8487ab7988b731da684c279f6ef235c8b052db23,    Do not require clearing Drawables in Target#onLoadStarted.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8487ab7988b731da684c279f6ef235c8b052db23,
66,30/05/2018-20/06/2018,May 31 2018,5ff120cc46ce4997d22c1e12189d552a4b4bd241,    Automated g4 rollback of changelist 198730947.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5ff120cc46ce4997d22c1e12189d552a4b4bd241,
66,30/05/2018-20/06/2018,May 31 2018,76fe2bd1ba1a8abb0409f20f7522de4243592c17,    Default allow hardware config to true in Glide for P+,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/76fe2bd1ba1a8abb0409f20f7522de4243592c17,
66,30/05/2018-20/06/2018,May 30 2018,7eb59f7f217adc7b0e017d586ea0814bf75c53d0,    Fix typo in ALLOW_HARDWARE_CONFIG name,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7eb59f7f217adc7b0e017d586ea0814bf75c53d0,
66,30/05/2018-20/06/2018,May 30 2018,c3328fe63214c0aedefca3d5496bb222a2fd29ef,    Remove deprecated DISALLOW_HARDWARE DecodeFormat.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c3328fe63214c0aedefca3d5496bb222a2fd29ef,
66,30/05/2018-20/06/2018,Jun 18 2018,c441d83d7aa3f010ca85b9ec0a3d37844f19afe2,    Add Android X support to the annotation processor. (#3139),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c441d83d7aa3f010ca85b9ec0a3d37844f19afe2,
67,29/05/2018-30/05/2018,May 29 2018,a55e935eba859b9ea4f6e4357b8ac4e7e4a8327f,    Avoid asserting that Android can decode hardware Bitmaps for wide gamut images.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a55e935eba859b9ea4f6e4357b8ac4e7e4a8327f,
68,9/05/2018-29/05/2018,May 29 2018,afeb674b6db45fc45d0383a743d07d2b869b8c18,    Pause requests when they’re started while the RequestManager is paused.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/afeb674b6db45fc45d0383a743d07d2b869b8c18,
68,9/05/2018-29/05/2018,May 25 2018,0aa75aef353f9ee9569c12a86c18733f7520e46d,    Clean up some redundant code in AsFilesTest.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0aa75aef353f9ee9569c12a86c18733f7520e46d,
68,9/05/2018-29/05/2018,May 25 2018,2dccb5c2fb265cbfa67b328cea30e922c67feb9e,    Automated g4 rollback of changelist 197961403.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2dccb5c2fb265cbfa67b328cea30e922c67feb9e,
68,9/05/2018-29/05/2018,May 9 2018,1b5769ecc161f2b906bc2d82be623e511f53937f,    Override placeholder/error/fallback equivalents when id or drawable is set.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1b5769ecc161f2b906bc2d82be623e511f53937f,
68,9/05/2018-29/05/2018,May 18 2018,1b7c4295d679d499ae7de979b63ab5907979018e,    Disable API 21/22 travis emulators,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1b7c4295d679d499ae7de979b63ab5907979018e,
68,9/05/2018-29/05/2018,May 14 2018,5ce19a667442c83aa608c22fd42761b9fbbd42fc,    Remove deprecated ExpectedException calls.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5ce19a667442c83aa608c22fd42761b9fbbd42fc,
70,25/04/2018-14/05/2018,May 7 2018,d2d5c4e473505ef3b8d7f391f4749ed3236c72aa,    Replace http://errorprone.info with https://errorprone.info since that site,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d2d5c4e473505ef3b8d7f391f4749ed3236c72aa,
70,25/04/2018-14/05/2018,May 14 2018,ff463d779ef8bccffc224e3647dbaf6dbc27fd57,    Explain how to obtain Contexts in ModelLoaderFactory,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ff463d779ef8bccffc224e3647dbaf6dbc27fd57,
70,25/04/2018-14/05/2018,Apr 25 2018,11a83f854ccce157f3e7c8700bc2a369239945aa,    Avoid calling UriLoader with unsupported schemes from StringLoader.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/11a83f854ccce157f3e7c8700bc2a369239945aa,
70,25/04/2018-14/05/2018,Apr 25 2018,633b6f838677ede49b3b57761e4cf9ab00fa71f0,    Update annotation tests to support addListener method.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/633b6f838677ede49b3b57761e4cf9ab00fa71f0,
71,2/04/2018-25/04/2018,Apr 25 2018,9fdb786eed3ce716070b9b960fc34a9c31c57b38,    Fix build errors in SingleRequestTest/ExifInterfaceImageHeaderParser.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9fdb786eed3ce716070b9b960fc34a9c31c57b38,
71,2/04/2018-25/04/2018,Apr 18 2018,bc22b02612260ead6991558690286b25d698cfa3,    Rollforward [] with fix for b/78110139.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/bc22b02612260ead6991558690286b25d698cfa3,
71,2/04/2018-25/04/2018,Apr 18 2018,a3f8114d015be983d365410fa0655de95fb80fef,    Automated g4 rollback of changelist 192690571.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a3f8114d015be983d365410fa0655de95fb80fef,
71,2/04/2018-25/04/2018,Apr 12 2018,93289994a4ba59c6251aad0ccdf332c0d758d9c7,    Use ExifInterface to parse orientation data on OMR1+ in Glide.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/93289994a4ba59c6251aad0ccdf332c0d758d9c7,
71,2/04/2018-25/04/2018,Apr 2 2018,a683e04d4bb794f82401abd2abfe975f664e2590,    Support multiple listeners in a Glide request.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a683e04d4bb794f82401abd2abfe975f664e2590,
71,2/04/2018-25/04/2018,Apr 17 2018,62fa26c4054d4a551895a8cece2b18547368ad0c,    Remove unused changelog.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/62fa26c4054d4a551895a8cece2b18547368ad0c,
71,2/04/2018-25/04/2018,Apr 13 2018,e170581de673da0e8d65fe02c4fd0b0b5252e1b9,    Bump version to 4.8.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e170581de673da0e8d65fe02c4fd0b0b5252e1b9,
71,2/04/2018-25/04/2018,Apr 13 2018,6ea67b6b3e634759c8b81c2c5f26487709c4c267,    Set README version to 4.7.1.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6ea67b6b3e634759c8b81c2c5f26487709c4c267,
71,2/04/2018-25/04/2018,Apr 13 2018,3798ec51965dd6d2e394adf2d504061ad253a48e,    Bump version to 4.7.1,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3798ec51965dd6d2e394adf2d504061ad253a48e,
71,2/04/2018-25/04/2018,Apr 10 2018,af81b868940ad280f4997b8db1e460a7d7784ba3,    Bump version to 4.8.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/af81b868940ad280f4997b8db1e460a7d7784ba3,
71,2/04/2018-25/04/2018,Apr 10 2018,f36ac461db69a3aa7a2938bce3adeb1d2c7a8034,    Update README version to 4.7.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f36ac461db69a3aa7a2938bce3adeb1d2c7a8034,
71,2/04/2018-25/04/2018,Apr 10 2018,418f73c513a0d62724c536dcfe6107dbd9495b6f,    Bump version to 4.7.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/418f73c513a0d62724c536dcfe6107dbd9495b6f,
71,2/04/2018-25/04/2018,Apr 10 2018,6e932b374e3f3b87a5f105f27f89767e82d68129,    Update support library version to 27.1.1,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6e932b374e3f3b87a5f105f27f89767e82d68129,
72,13/02/2018-2/04/2018,Mar 30 2018,6f5ff7059d85d22f41cc6e4c6bc6e4dca76ce654,    Fix a few errors in the BitmapTransformation javadoc.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6f5ff7059d85d22f41cc6e4c6bc6e4dca76ce654,
72,13/02/2018-2/04/2018,Mar 30 2018,f508d7cce947a8075806e088e798cfb6593647b0,    Remove trailing space in ViewTarget,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f508d7cce947a8075806e088e798cfb6593647b0,
72,13/02/2018-2/04/2018,Mar 28 2018,6eb094cd38215b8604b4bee8b8dd9250c7b032dc,    Fall back to decoding resources from other packages directly.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6eb094cd38215b8604b4bee8b8dd9250c7b032dc,
72,13/02/2018-2/04/2018,Mar 21 2018,58bcf53681e8944add93c8680578fa7fdd617785,    Remove out of date documentation in ViewTarget,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/58bcf53681e8944add93c8680578fa7fdd617785,
72,13/02/2018-2/04/2018,Mar 30 2018,5212e953ff8fb0db390214eafb5a89b826884142,    Give generated code meaningful parameter names (#2970),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5212e953ff8fb0db390214eafb5a89b826884142,
72,13/02/2018-2/04/2018,Mar 30 2018,dd7fe186e0eb4ea2b17f8611317a2714b81ff03b,    Respect theme when loading Drawables while AppCompat is present (#2999),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/dd7fe186e0eb4ea2b17f8611317a2714b81ff03b,
72,13/02/2018-2/04/2018,Mar 30 2018,7427a493fa23d95f5e00853f78c40c43a50b8a56,    Fix don't start preload on open RecyclerView (without user intract) (#2996),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7427a493fa23d95f5e00853f78c40c43a50b8a56,
72,13/02/2018-2/04/2018,Mar 12 2018,c28837be99c52160d96efbdaca7e13b51a7ea085,    Avoid expensive synchronization in MultiModelLoader and work around caching bug.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c28837be99c52160d96efbdaca7e13b51a7ea085,
72,13/02/2018-2/04/2018,Mar 8 2018,86f327664c456360dc1d3f403e88c62059561969,    Updated documentation (#2936),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/86f327664c456360dc1d3f403e88c62059561969,
72,13/02/2018-2/04/2018,Mar 9 2018,84178369d1782b788e9d66f3ef6a5453a2314160,    Update Gradle wrapper to 4.6 (#2935),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/84178369d1782b788e9d66f3ef6a5453a2314160,
72,13/02/2018-2/04/2018,Mar 6 2018,b2eb35db07cee692e6e6e7b16e2ea968b959f531,    Fix a lint error in GlideTrace.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b2eb35db07cee692e6e6e7b16e2ea968b959f531,
72,13/02/2018-2/04/2018,Mar 5 2018,d7635bda9105dbeb27ed8a3fbda69832396960f5,    Remove deprecated methods from GlideBuilder.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d7635bda9105dbeb27ed8a3fbda69832396960f5,
72,13/02/2018-2/04/2018,Mar 2 2018,1937b055db40557206cb7ea8499c37e43d9ec22f,    Minor optimization to avoid calling currentTimeMillis when not logging.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1937b055db40557206cb7ea8499c37e43d9ec22f,
72,13/02/2018-2/04/2018,Mar 2 2018,7fecca97c2b6b087580bd395778651239509ce3d,    Remove deprecated ComponentCallbacks methods in RequestManager,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7fecca97c2b6b087580bd395778651239509ce3d,
72,13/02/2018-2/04/2018,Mar 1 2018,7ff3bdeed52d6047e8e9f879ccb3f67afe50fa2d,    Include key in DecodeJob systrace tag.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7ff3bdeed52d6047e8e9f879ccb3f67afe50fa2d,
72,13/02/2018-2/04/2018,Mar 1 2018,5e45539453e386b85ae08c65725fdb71b81538a5,    Reduce the overhead of Engine log statements.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5e45539453e386b85ae08c65725fdb71b81538a5,
72,13/02/2018-2/04/2018,Feb 13 2018,99723e3e7e14eecd908685da630d522e0e304b40,    MOE automated commit.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/99723e3e7e14eecd908685da630d522e0e304b40,
72,13/02/2018-2/04/2018,Mar 1 2018,a1f5f1008d4e9588ad37acd731d73bd63903440c,    Fix best guess related APT compiler crash with underscore in package name.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a1f5f1008d4e9588ad37acd731d73bd63903440c,
72,13/02/2018-2/04/2018,Mar 1 2018,fbf1ffc7f93841afb00f59d88c02c2770538a933,    Improved @NonNull annotation check for Kotlin:,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/fbf1ffc7f93841afb00f59d88c02c2770538a933,
72,13/02/2018-2/04/2018,Mar 1 2018,30941656c9fc1617995bbd9451be7c01bd996878,    Update support library version to 27.1.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/30941656c9fc1617995bbd9451be7c01bd996878,
72,13/02/2018-2/04/2018,Feb 28 2018,53b5147d35b2365e66a8f328081618aeef9b78de,    Fix proguard rules for ImageHeaderParser.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/53b5147d35b2365e66a8f328081618aeef9b78de,
72,13/02/2018-2/04/2018,Feb 16 2018,b0c9aecd54f1801e8582fe16f93f3dd725a5c6dd,    Add a factory implementation for DiskCacheAdapter.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b0c9aecd54f1801e8582fe16f93f3dd725a5c6dd,
72,13/02/2018-2/04/2018,Feb 16 2018,cd08c4b9615df462584055de5e304c0bf5f945fb,    Add hardware Bitmap notes to PREFER_ARGB_8888 docs.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/cd08c4b9615df462584055de5e304c0bf5f945fb,
72,13/02/2018-2/04/2018,Feb 15 2018,7d1898e92600a6a2698d72e12ec26c6715fb8fc5,    Revert the synchronization/cancellation changes in MultiModelLoader added to fix #2879,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7d1898e92600a6a2698d72e12ec26c6715fb8fc5,
72,13/02/2018-2/04/2018,Feb 13 2018,97d130d338349220cc8158141bbae1dfda496efe,    Set RequestManagers to started if their parent Fragments/Activitys are started.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/97d130d338349220cc8158141bbae1dfda496efe,
72,13/02/2018-2/04/2018,Feb 20 2018,d939314e04b26709e7e890ba8f88494551111e23,    Support DownsampleStrategy in VideoBitmapDecoder,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d939314e04b26709e7e890ba8f88494551111e23,
73,8/02/2018-20/02/2018,Feb 13 2018,c042d110689c9ee025752483a75c6fc3bcff66c1,    Evict oldest half of cache on TRIM_MEMORY_RUNNING_CRITICAL (#2889),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c042d110689c9ee025752483a75c6fc3bcff66c1,
73,8/02/2018-20/02/2018,Feb 12 2018,428f547d7c8a1229451896413aed575a5b9399ce,    Fix build errors for CachedHashCodeArrayMap.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/428f547d7c8a1229451896413aed575a5b9399ce,
73,8/02/2018-20/02/2018,Feb 8 2018,7664c826ef2a55c67a4b55fbe61e33203355f2ee,    Use ArgumentCaptor and == instead of eq to compare color filters in GifDrawableTest.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7664c826ef2a55c67a4b55fbe61e33203355f2ee,
73,8/02/2018-20/02/2018,Feb 8 2018,99229725401d5777e059da7b6331134bf73fbcdf,    Create a CachedHashCodeArrayMap subclass to speed up EngineKey hashing.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/99229725401d5777e059da7b6331134bf73fbcdf,
73,8/02/2018-20/02/2018,Feb 9 2018,29d481ccdc8a0f0d7135359d970de071f73b6922,    add @deprecated to javadoc and suppress deprecations in code,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/29d481ccdc8a0f0d7135359d970de071f73b6922,
73,8/02/2018-20/02/2018,Feb 8 2018,3a7e262fe4c530a86c8064fb5d22a4fb0cc73e84,    deprecate fragments,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3a7e262fe4c530a86c8064fb5d22a4fb0cc73e84,
73,8/02/2018-20/02/2018,Feb 9 2018,41f7400fbf0445438507ef9eaa9f7bf31b8efbdf,    gradle 4.5.1,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/41f7400fbf0445438507ef9eaa9f7bf31b8efbdf,
73,8/02/2018-20/02/2018,Feb 9 2018,10e22663732e76edc4c71a0be82dfd35334ac5f5,    Fix a deprecation warning in DataUriTest.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/10e22663732e76edc4c71a0be82dfd35334ac5f5,
73,8/02/2018-20/02/2018,Feb 9 2018,a690f38859ebf5f4f06172060596842a35cc16d8,    Re-enable -Werror for java compilation.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a690f38859ebf5f4f06172060596842a35cc16d8,
73,8/02/2018-20/02/2018,Feb 8 2018,914060e00a9a766017560276a2dd9a42dc9b2874,    Handle notifications in MultiFetcher after cancellation.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/914060e00a9a766017560276a2dd9a42dc9b2874,
74,5/02/2018-9/02/2018,Feb 8 2018,17c1c3d5781e953379904a60bae08524632e5053,    Make GlideBuilder.build package private.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/17c1c3d5781e953379904a60bae08524632e5053,
74,5/02/2018-9/02/2018,Feb 5 2018,2d0bc2de5c86d7f56ca77748733511669f80d32a,    Add support for Uri data uris.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2d0bc2de5c86d7f56ca77748733511669f80d32a,
75,23/01/2018-5/02/2018,Feb 1 2018,b68ba436aa8d022fdf906c010fabb0d690f3d18a,    Remove deprecated BitmapTransformation constructor.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b68ba436aa8d022fdf906c010fabb0d690f3d18a,
75,23/01/2018-5/02/2018,Feb 1 2018,05e3215ceca003ee295ed373f86e17caa3568c10,    Remove deprecated constructors in GifDrawableTransformation.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/05e3215ceca003ee295ed373f86e17caa3568c10,
75,23/01/2018-5/02/2018,Feb 1 2018,e60c451abd761382558ee116de2acad3236a1a75,    Remove deprecated constructors in BitmapDrawableTransformation,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e60c451abd761382558ee116de2acad3236a1a75,
