NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL,,,,
package test;\n+,,,,,,,,,,
import android.support.annotation.CallSuper;\n+,,,,,,,,,,
import android.support.annotation.UiThread;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.DebouncingOnClickListener;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  private View view2;\n+,,,,,,,,,,
  private View view3;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \method \'click\'\"");\n""+",,,,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.click();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 2, \method \'click\'\"");\n""+",,,,,,,,,,
    view2 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.click();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 3, \method \'click\'\"");\n""+",,,,,,,,,,
    view3 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.click();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    target = null;\n+,,,,,,,,,,
    view1.setOnClickListener(null);\n+,,,,,,,,,,
    view1 = null;\n+,,,,,,,,,,
    view2.setOnClickListener(null);\n+,,,,,,,,,,
    view2 = null;\n+,,,,,,,,,,
    view3.setOnClickListener(null);\n+,,,,,,,,,,
    view3 = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),LOW,,,,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_INSERT,"METHOD_INVOCATION: assertAbout(javaSource()).that(source).withCompilerOptions(-Xlint:-processing"").processedWith(new ButterKnifeProcessor()).compilesWithoutWarnings().and().generatesSources(bindingSource);""",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: View tree = treeWithIds(1, 2);",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: View view1 = tree.findViewById(1);,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: View view2 = tree.findViewById(2);,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: MultipleIds target = new MultipleIds();,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: Unbinder unbinder = ButterKnife.bind(target, tree);",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(0, target.clicks);",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: view1.performClick();,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(1, target.clicks);",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: view2.performClick();,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(2, target.clicks);",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: unbinder.unbind();,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: view1.performClick();,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: view2.performClick();,METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(2, target.clicks);",METHOD: com.example.butterknife.functional.OnClickTest.multipleIds(),butterknife.OnClickTest.methodWithMultipleIds(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsIfStatic(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.nullable(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsIfHasReturnType(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.onClickBindingFinalType(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.methodCastsArgumentNonDebuggable(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.optionalAndRequiredSkipsNullCheck(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsInAndroidPackage(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsIfMoreThanOneParameter(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsIfPrivateMethod(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsIfInInterface(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsIfHasDuplicateIds(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.findOnlyCalledOnce(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.methodVisibility(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsInJavaPackage(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.onClickBinding(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnClickTest.failsIfParameterNotView(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnClickTest.visibilities(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,CRUCIAL,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnClickTest.optionalIdPresent(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,CRUCIAL,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnClickTest.treeWithIds(int...),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnClickTest.optionalIdAbsent(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,CRUCIAL,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnClickTest.simple(),CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,CRUCIAL,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnClickTest.Visibilities,CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnClickTest.OptionalId,CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnClickTest.Simple,CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnClickTest.MultipleIds,CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnClickTest.ArgumentCast,CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnClickTest.MultipleBindings,CLASS: com.example.butterknife.functional.OnClickTest,com.example.butterknife.functional.OnClickTest,HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.example.butterknife.functional.OnClickTest,LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,METHOD_RENAMING,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject source = JavaFileObjects.forSourceString(test.Test"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import butterknife.OnClick;\n+,,,,,,,,,,
public class Test {\n+,,,,,,,,,,
  @OnClick(1) void doStuff1() {}\n+,,,,,,,,,,
  @OnClick(1) void doStuff2() {}\n+,,,,,,,,,,
"  @OnClick({1, 2}) void doStuff3(View v) {}\n+",,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),LOW,,,,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.support.annotation.CallSuper;\n+,,,,,,,,,,
import android.support.annotation.UiThread;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.DebouncingOnClickListener;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  private View view2;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \method \'doStuff1\'", method \'doStuff2\'," and method \'doStuff3\'\"");\n""+",,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.doStuff1();\n+,,,,,,,,,,
        target.doStuff2();\n+,,,,,,,,,,
        target.doStuff3(p0);\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 2, \method \'doStuff3\'\"");\n""+",,,,,,,,,,
    view2 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.doStuff3(p0);\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    target = null;\n+,,,,,,,,,,
    view1.setOnClickListener(null);\n+,,,,,,,,,,
    view1 = null;\n+,,,,,,,,,,
    view2.setOnClickListener(null);\n+,,,,,,,,,,
    view2 = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),LOW,,,,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_INSERT,"METHOD_INVOCATION: assertAbout(javaSource()).that(source).withCompilerOptions(-Xlint:-processing"").processedWith(new ButterKnifeProcessor()).compilesWithoutWarnings().and().generatesSources(bindingSource);""",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),LOW,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assumeFalse(Not implemented"""," BuildConfig.FLAVOR.equals(""reflect""));""",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,COMMENT_DELETE,LINE_COMMENT: // TODO,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),NONE,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: View tree = treeWithIds(1);,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: View view1 = tree.findViewById(1);,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: MultipleBindings target = new MultipleBindings();,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: Unbinder unbinder = ButterKnife.bind(target, tree);",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(0, target.clicks);",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: view1.performClick();,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(2, target.clicks);",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: unbinder.unbind();,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,METHOD_INVOCATION: view1.performClick();,METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(2, target.clicks);",METHOD: com.example.butterknife.functional.OnClickTest.multipleBindings(),butterknife.OnClickTest.onClickMultipleBindings(),MEDIUM,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,METHOD_RENAMING,METHOD: com.example.butterknife.functional.OnClickTest.argumentCast(),METHOD: com.example.butterknife.functional.OnClickTest.argumentCast(),butterknife.OnClickTest.methodCastsArgument(),HIGH,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject source = JavaFileObjects.forSourceString(test.Test"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import android.widget.Button;\n+,,,,,,,,,,
import android.widget.TextView;\n+,,,,,,,,,,
import butterknife.OnClick;\n+,,,,,,,,,,
public class Test {\n+,,,,,,,,,,
  interface TestInterface {}\n+,,,,,,,,,,
  @OnClick(0) void click0() {}\n+,,,,,,,,,,
  @OnClick(1) void click1(View view) {}\n+,,,,,,,,,,
  @OnClick(2) void click2(TextView view) {}\n+,,,,,,,,,,
  @OnClick(3) void click3(Button button) {}\n+,,,,,,,,,,
  @OnClick(4) void click4(TestInterface thing) {}\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.OnClickTest.argumentCast(),butterknife.OnClickTest.methodCastsArgument(),LOW,,,,,,,
106,83216d86d22a2e3c0df5cc6d117877a75a1ddac3,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.support.annotation.CallSuper;\n+,,,,,,,,,,
import android.support.annotation.UiThread;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import android.widget.Button;\n+,,,,,,,,,,
import android.widget.TextView;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.DebouncingOnClickListener;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view0;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  private View view2;\n+,,,,,,,,,,
  private View view3;\n+,,,,,,,,,,
  private View view4;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 0, \method \'click0\'\"");\n""+",,,,,,,,,,
    view0 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.click0();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \method \'click1\'\"");\n""+",,,,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.click1(p0);\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 2, \method \'click2\'\"");\n""+",,,,,,,,,,
    view2 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
"        target.click2(Utils.castParam(p0, \doClick\""",0," \""click2\""",0," TextView.class));\n""+",,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 3, \method \'click3\'\"");\n""+",,,,,,,,,,
    view3 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
"        target.click3(Utils.castParam(p0, \doClick\""",0," \""click3\""",0," Button.class));\n""+",,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 4, \method \'click4\'\"");\n""+",,,,,,,,,,
    view4 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
"        target.click4(Utils.castParam(p0, \doClick\""",0," \""click4\""",0," Test.TestInterface.class));\n""+",,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    target = null;\n+,,,,,,,,,,
    view0.setOnClickListener(null);\n+,,,,,,,,,,
    view0 = null;\n+,,,,,,,,,,
    view1.setOnClickListener(null);\n+,,,,,,,,,,
    view1 = null;\n+,,,,,,,,,,
    view2.setOnClickListener(null);\n+,,,,,,,,,,
    view2 = null;\n+,,,,,,,,,,
    view3.setOnClickListener(null);\n+,,,,,,,,,,
    view3 = null;\n+,,,,,,,,,,
    view4.setOnClickListener(null);\n+,,,,,,,,,,
    view4 = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.OnClickTest.argumentCast(),butterknife.OnClickTest.methodCastsArgument(),LOW,,,,,,,
